name,url,ts_ignore,any,specific_types,qty_js_files,qty_ts_files,TLOC,JS_LOC,tsconfig_path,strict,strictNullChecks,strictBindCallApply,strictFunctionTypes,strictPropertyInitialization,noImplicitAny,noImplicitThis,alwaysStrict,releases,age,created_at,prev_year_commit,prev_year_ts_ignore,prev_year_any,prev_year_specific_types,prev_year_TLOC,prev_year_JS_LOC,prev_year_tsconfig_path,prev_year_strict,prev_year_strictNullChecks,prev_year_strictBindCallApply,prev_year_strictFunctionTypes,prev_year_strictPropertyInitialization,prev_year_noImplicitAny,prev_year_noImplicitThis,prev_year_alwaysStrict
MQTT.js,https://github.com/mqttjs/MQTT.js,1,45,270,38,104,14495,752,repos\MQTT.js\tsconfig.json,0,0,0,0,0,0,0,0,179,13,2011-04-05T00:33:23Z,3d6c3be60eae8416dbfea1d15a826c0b5fc52c45,4,32,225,12365,533,repos\MQTT.js\tsconfig.json,0,0,0,0,0,0,0,0
any-rule,https://github.com/any86/any-rule,0,0,21,22,20,1092,720,repos\any-rule\tsconfig.json,0,0,0,0,0,0,0,0,0,5,2019-06-10T05:45:41Z,f304ddf19d00ac333455672a64d0fc24feeae9b8,0,0,21,1092,720,repos\any-rule\tsconfig.json,0,0,0,0,0,0,0,0
node-glob,https://github.com/isaacs/node-glob,0,1,295,6,92,5196,77,repos\node-glob\tsconfig.json,1,1,1,1,1,1,1,1,0,15,2009-11-02T05:02:29Z,97611cd366e5906a4c58df3f5214af843b0a5e63,0,1,296,5032,77,repos\node-glob\tsconfig.json,1,1,1,1,1,1,1,1
rematch,https://github.com/rematch/rematch,9,64,209,82,78,6081,1462,repos\rematch\tsconfig.base.json,1,1,1,1,1,1,1,1,145,7,2017-10-01T01:29:27Z,bde199f08c7709e81458394d2bb9374ad95600a2,9,64,209,6081,1462,repos\rematch\tsconfig.base.json,1,1,1,1,1,1,1,1
node-cron,https://github.com/kelektiv/node-cron,0,1,71,34,18,1705,223,not_found,0,0,0,0,0,0,0,0,27,14,2010-06-23T01:25:18Z,8dea8d74cd6bb501bec86ba0fd145f73510c8b0d,0,1,71,1705,223,not_found,0,0,0,0,0,0,0,0
baseweb,https://github.com/uber/baseweb,934,326,4545,62,1170,150238,17041,repos\baseweb\tsconfig.json,0,0,0,0,0,0,0,0,381,6,2018-03-09T01:32:10Z,1e4fb90e8ba25d27ca4c350d169b4db40ba4648b,974,4611,6740,192256,61407,not_found,0,0,0,0,0,0,0,0
tfjs-core,https://github.com/tensorflow/tfjs-core,5,114,2838,34,734,101400,1315,repos\tfjs-core\tsconfig.json,0,0,0,0,0,1,1,1,5,7,2017-08-02T14:45:47Z,1b88a535f7fa30166167463a16ebacb4cd40c797,5,114,2838,101400,1315,repos\tfjs-core\tsconfig.json,0,0,0,0,0,1,1,1
giscus,https://github.com/giscus/giscus,0,0,367,12,92,6047,230,repos\giscus\tsconfig.json,0,0,0,0,0,0,0,0,0,3,2021-03-27T01:52:59Z,bd9c2e96963b50fab77eba9273cffd285e9af4c3,0,0,360,5793,226,repos\giscus\tsconfig.json,0,0,0,0,0,0,0,0
kutt,https://github.com/thedevs-network/kutt,0,23,364,4,138,10044,24,repos\kutt\tsconfig.json,0,0,0,0,0,0,0,0,11,6,2018-02-13T12:33:16Z,041aed5ad6d9c049aaefa9f150e93bf8835f2203,0,23,364,10044,24,repos\kutt\tsconfig.json,0,0,0,0,0,0,0,0
LogicFlow,https://github.com/didi/LogicFlow,31,433,2064,158,630,71380,5993,repos\LogicFlow\tsconfig.json,1,1,1,1,1,1,1,1,61,4,2020-12-24T07:55:38Z,6e10d3ad6e5b26daa6cad865bbca0eb326dfd54b,41,323,1310,39742,7420,repos\LogicFlow\tsconfig.json,0,0,0,0,0,0,0,0
logto,https://github.com/logto-io/logto,0,8,5559,26,6184,241617,881,not_found,0,0,0,0,0,0,0,0,62,3,2021-06-19T03:01:50Z,6e2b7c0975032f035483505de33629fb71fa1b0f,0,8,3550,150302,786,not_found,0,0,0,0,0,0,0,0
documenso,https://github.com/documenso/documenso,0,6,2550,34,1026,152087,56985,not_found,0,0,0,0,0,0,0,0,19,1,2023-03-12T16:28:56Z,86160136aac5c6d6845601495cfc90e4c9100a8c,0,0,996,139846,113424,not_found,0,0,0,0,0,0,0,0
semi-design,https://github.com/DouyinFE/semi-design,44,1642,8401,596,894,249725,128895,repos\semi-design\tsconfig.json,0,0,0,0,0,1,0,0,282,3,2021-10-25T11:47:38Z,ca3d5c4f7fc4980fe83f46a13d1e345fa1816d3a,43,1486,6677,195050,90567,repos\semi-design\tsconfig.json,0,0,0,0,0,1,0,0
rsuite,https://github.com/rsuite/rsuite,14,1164,3573,234,684,118131,12304,repos\rsuite\tsconfig.json,1,1,1,1,1,0,1,1,257,8,2016-06-06T02:27:46Z,5e025fe57f99233449466c6a220465d4364eefcc,28,1106,2902,90773,12545,repos\rsuite\tsconfig.json,1,1,1,1,1,0,1,1
outline-apps,https://github.com/Jigsaw-Code/outline-apps,0,10,1148,26,314,26812,1445,not_found,0,0,0,0,0,0,0,0,1000,6,2018-03-13T21:42:30Z,425d6c20448578a4301a5fc9d291978b1fbdbc72,0,1,312,8656,2262,repos\outline-apps\tsconfig.json,0,0,0,0,0,1,1,0
react-cosmos,https://github.com/react-cosmos/react-cosmos,5,24,1108,38,776,32288,314,repos\react-cosmos\tsconfig.json,1,1,1,1,1,1,1,1,82,10,2014-02-05T18:48:27Z,5d4f82ce3770c2f4ee092cced83f6759e9905309,8,24,1090,34097,275,repos\react-cosmos\tsconfig.json,1,1,1,1,1,1,1,1
telegraf,https://github.com/telegraf/telegraf,0,3,619,18,76,9636,2017,repos\telegraf\tsconfig.json,1,1,1,1,1,1,1,1,45,8,2016-04-16T18:05:48Z,e5c34fa9a86732bdc6c51f682b69cba6092bf030,0,3,581,8896,1982,repos\telegraf\tsconfig.json,1,1,1,1,1,1,1,1
reactxp,https://github.com/microsoft/reactxp,0,292,2952,172,308,44499,2118,repos\reactxp\tsconfig.json,0,1,0,0,1,1,1,0,12,7,2017-03-22T19:15:24Z,9faae700c7fde69223cebbd18189f28e6b926442,0,292,2952,44499,2118,repos\reactxp\tsconfig.json,0,1,0,0,1,1,1,0
linkwarden,https://github.com/linkwarden/linkwarden,2,120,910,14,254,23109,958,repos\linkwarden\tsconfig.json,1,1,1,1,1,1,1,1,33,2,2022-04-09T07:53:01Z,359507c01493250843cefb8115fb7caa713718ac,3,25,501,11696,152,repos\linkwarden\tsconfig.json,1,1,1,1,1,1,1,1
vscode-leetcode,https://github.com/LeetCode-OpenSource/vscode-leetcode,0,7,466,0,78,3651,0,repos\vscode-leetcode\tsconfig.json,0,1,0,0,0,0,1,1,43,6,2018-02-11T13:23:36Z,d713ad5ff5b12977a2cce485d7688f99966fb628,0,5,436,3269,0,repos\vscode-leetcode\tsconfig.json,0,1,0,0,0,0,1,1
adminjs,https://github.com/SoftwareBrothers/adminjs,3,103,797,32,534,20071,378,repos\adminjs\tsconfig.json,0,1,1,1,1,0,1,0,300,6,2018-11-23T22:16:42Z,b51b01280036e69354a49edd724bd329bf03729d,3,90,772,19185,527,repos\adminjs\tsconfig.json,0,1,1,1,1,0,1,0
graphql-yoga,https://github.com/dotansimha/graphql-yoga,11,14,518,70,406,15514,1047,repos\graphql-yoga\tsconfig.json,1,1,1,1,1,1,1,1,364,7,2017-11-15T10:35:08Z,91d31cf38f7d53e26e964a6ba518000c64276727,9,30,430,13599,979,repos\graphql-yoga\tsconfig.json,1,1,1,1,1,1,1,1
path-to-regexp,https://github.com/pillarjs/path-to-regexp,0,0,40,0,6,712,0,repos\path-to-regexp\tsconfig.json,0,0,0,0,0,0,0,0,28,12,2012-08-01T22:47:17Z,c7ec332e87d8560673884d5629e1cb23cb03cb87,0,0,42,621,0,repos\path-to-regexp\tsconfig.json,0,0,0,0,0,0,0,0
react-native-fast-image,https://github.com/DylanVann/react-native-fast-image,6,23,344,10,2,148858,147467,repos\react-native-fast-image\tsconfig.json,1,1,1,1,1,1,1,1,85,7,2017-04-13T04:13:44Z,9ab80fcd570b7f56da66ab20e52c9a35934067c9,6,23,344,148858,147467,repos\react-native-fast-image\tsconfig.json,1,1,1,1,1,1,1,1
ng-bootstrap,https://github.com/ng-bootstrap/ng-bootstrap,0,103,2013,76,984,179414,147709,repos\ng-bootstrap\tsconfig.json,0,1,0,0,0,0,0,0,34,9,2015-09-14T22:55:53Z,2d14ee696e934a017d295455fca9d9dedfe5ce93,0,109,1982,179024,147706,repos\ng-bootstrap\tsconfig.json,0,1,0,0,0,0,0,0
BetterChatGPT,https://github.com/ztjhz/BetterChatGPT,0,2,330,0,130,8844,0,repos\BetterChatGPT\tsconfig.json,1,1,1,1,1,1,1,1,6,1,2023-03-03T22:16:18Z,3e501ea66f6d5c8c763b0a83e9afe9cb816e62d1,0,2,330,8754,0,repos\BetterChatGPT\tsconfig.json,1,1,1,1,1,1,1,1
nsfwjs,https://github.com/infinitered/nsfwjs,2,2,43,22,16,1339,713,repos\nsfwjs\tsconfig.json,0,0,0,0,0,1,1,1,13,5,2019-02-13T15:06:31Z,756086db9906e68368e8ee4e1a6a3ea2df57fda8,4,3,24,1345,866,repos\nsfwjs\tsconfig.json,0,0,0,0,0,1,1,1
router,https://github.com/TanStack/router,3,755,2663,124,620,80513,1216,repos\router\tsconfig.json,1,1,1,1,1,1,1,1,814,5,2019-01-14T13:54:39Z,1cefd3de1ff6ab9b1aabff8040600449cf943200,5,161,546,18539,826,repos\router\tsconfig.json,0,0,0,0,0,0,0,0
transform,https://github.com/ritz078/transform,5,36,377,8,60,56584,49401,repos\transform\tsconfig.json,0,0,0,0,0,0,0,0,0,7,2017-06-15T19:48:21Z,c6e0748bad06a31373e2a8324a764e9467646742,5,36,377,56505,49401,repos\transform\tsconfig.json,0,0,0,0,0,0,0,0
react-datepicker,https://github.com/Hacker0x01/react-datepicker,0,1,883,234,6,11500,2769,repos\react-datepicker\tsconfig.json,1,1,1,1,1,1,1,1,204,10,2014-06-22T07:40:48Z,cfc1b846792c662fe7736f73ff366a8425438a52,0,0,41,8911,8911,not_found,0,0,0,0,0,0,0,0
HeroicGamesLauncher,https://github.com/Heroic-Games-Launcher/HeroicGamesLauncher,4,4,2840,16,380,51045,254,repos\HeroicGamesLauncher\tsconfig.json,1,1,1,1,1,1,1,1,105,4,2020-12-30T12:51:57Z,b6bfb5b7ce8db79076db091b6a1fe7f00a78aa03,1,6,2419,43952,314,repos\HeroicGamesLauncher\tsconfig.json,1,1,1,1,1,1,1,1
countUp.js,https://github.com/inorganik/countUp.js,0,5,123,14,4,1215,810,repos\countUp.js\tsconfig.json,0,0,0,0,0,0,0,0,49,11,2013-12-30T21:20:24Z,9f9b0b4d1b46fde3e6bad866c01516ac827d98a3,0,5,123,1248,843,repos\countUp.js\tsconfig.json,0,0,0,0,0,0,0,0
platform,https://github.com/ngrx/platform,1,740,4657,334,1882,89928,7143,repos\platform\tsconfig.json,1,1,1,1,1,1,1,1,0,7,2017-03-02T19:34:15Z,1b322d58800647a19f60c85e72c23b10fe1ad74f,1,741,4335,81735,7143,repos\platform\tsconfig.json,1,1,1,1,1,1,1,1
nebular,https://github.com/akveo/nebular,1,332,2771,26,1832,67882,636,repos\nebular\tsconfig.json,1,0,1,1,0,0,1,1,68,7,2017-09-20T08:33:06Z,592338463a10b06538f012e09fe387f4056a62fc,1,332,2762,67842,636,repos\nebular\tsconfig.json,1,0,1,1,0,0,1,1
chatgpt-demo,https://github.com/anse-app/chatgpt-demo,0,2,30,0,18,911,31,repos\chatgpt-demo\tsconfig.json,0,0,0,0,0,0,0,0,0,1,2023-03-02T05:52:26Z,75b6d5b50b6a201c990a9a2b9aeb3f2ba3366d56,0,2,30,911,31,repos\chatgpt-demo\tsconfig.json,0,0,0,0,0,0,0,0
IconPark,https://github.com/bytedance/IconPark,0,4,967,0,5356,498386,0,repos\IconPark\tsconfig.json,1,1,1,1,1,1,1,1,1,4,2020-07-27T07:42:16Z,8dc132da4c85671ba6a5962c87aa2bdafbf158e9,0,4,967,498386,0,repos\IconPark\tsconfig.json,1,1,1,1,1,1,1,1
aicommits,https://github.com/Nutlope/aicommits,0,4,59,0,40,1893,0,repos\aicommits\tsconfig.json,1,1,1,1,1,1,1,1,18,1,2023-02-14T01:23:13Z,578572b1d9a28f3e568314f6bb67a37276266e2f,0,4,57,1799,0,repos\aicommits\tsconfig.json,1,1,1,1,1,1,1,1
rubick,https://github.com/rubickCenter/rubick,9,85,518,74,142,6315,789,repos\rubick\tsconfig.json,1,1,1,1,1,0,1,1,102,3,2021-06-11T02:00:20Z,dfb8446cfd037bb2af14ed5faf5421bb38237027,9,85,516,6312,772,repos\rubick\tsconfig.json,1,1,1,1,1,0,1,1
type-graphql,https://github.com/MichalLytek/type-graphql,3,248,1270,12,878,26058,887,repos\type-graphql\tsconfig.json,1,1,1,1,1,1,1,1,47,6,2018-01-09T15:58:38Z,c35defb54ba3757fb8e1f9d673f896c99ace0509,3,270,1270,25794,829,repos\type-graphql\tsconfig.json,1,1,1,1,1,1,1,1
vscode-debug-visualizer,https://github.com/hediet/vscode-debug-visualizer,0,43,489,10,146,7816,187,not_found,0,0,0,0,0,0,0,0,0,5,2019-06-20T09:41:04Z,a9656e1e12e2099c9193813f1afa362628e9d65b,0,41,486,7740,179,not_found,0,0,0,0,0,0,0,0
twin.macro,https://github.com/ben-rogerson/twin.macro,0,4,509,72,130,19650,1227,repos\twin.macro\tsconfig.json,1,1,1,1,1,1,1,1,70,4,2020-02-19T04:45:25Z,b1258e71defc4de70e381d569fc2254f1094affa,0,4,509,19640,1227,repos\twin.macro\tsconfig.json,1,1,1,1,1,1,1,1
openai-node,https://github.com/openai/openai-node,169,177,1924,18,404,29486,138,repos\openai-node\tsconfig.json,1,1,1,1,1,1,1,1,189,3,2021-12-14T22:32:58Z,96b037a875c2be0ab537eb5341742da133420840,158,91,1071,15719,106,repos\openai-node\tsconfig.json,1,1,1,1,1,1,1,1
ts-reset,https://github.com/mattpocock/ts-reset,0,9,46,0,56,790,0,repos\ts-reset\tsconfig.json,0,0,0,0,0,0,0,0,15,1,2023-02-19T14:01:18Z,b2df073b6b0fcb9f9599408d88cf559344c10586,0,6,41,629,0,repos\ts-reset\tsconfig.json,0,0,0,0,0,0,0,0
react-map-gl,https://github.com/visgl/react-map-gl,21,82,275,114,74,8774,2833,repos\react-map-gl\tsconfig.json,0,0,0,0,0,0,0,0,164,9,2015-10-08T16:56:26Z,e11b41eefe73ff773bbec1db73277e4aca1f1bef,21,82,275,8774,2833,repos\react-map-gl\tsconfig.json,0,0,0,0,0,0,0,0
satellizer,https://github.com/sahat/satellizer,0,890,4359,144,40,214711,204513,repos\satellizer\tsconfig.json,0,0,0,0,0,0,0,0,55,10,2014-07-04T05:22:38Z,ae2863338ab7214e8f3be7b5fae6373a18d7a11b,0,890,4359,214711,204513,repos\satellizer\tsconfig.json,0,0,0,0,0,0,0,0
ethers.js,https://github.com/ethers-io/ethers.js,2,677,7416,734,1098,192683,132366,repos\ethers.js\tsconfig.base.json,1,1,1,1,1,1,1,1,220,8,2016-07-16T04:35:37Z,39315288bee6f116e362e70c00f999ae669dd462,2,675,7033,184218,126824,repos\ethers.js\tsconfig.base.json,1,1,1,1,1,1,1,1
nhost,https://github.com/nhost/nhost,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,958,3,2021-02-09T13:33:34Z,ea34635eb296d98eb5c707be4e419c0d8a43ebc8,11,439,2996,135480,2618,not_found,0,0,0,0,0,0,0,0
redux-observable,https://github.com/redux-observable/redux-observable,0,2,17,0,26,1151,7,repos\redux-observable\tsconfig.json,1,1,1,1,1,1,1,1,0,8,2016-04-20T21:58:23Z,411c76158821e67610d7e744e8750a10f10c86af,1,15,18,1173,97,repos\redux-observable\src\tsconfig.json,0,0,0,0,0,0,0,0
beginners-typescript-tutorial,https://github.com/total-typescript/beginners-typescript-tutorial,0,2,180,0,96,1160,0,repos\beginners-typescript-tutorial\tsconfig.json,0,0,0,0,0,0,0,0,0,2,2022-08-24T08:48:04Z,d2c8c6e1def21271a9910a30e7c203ca9ec71fc6,0,2,180,1176,0,repos\beginners-typescript-tutorial\tsconfig.json,1,1,1,1,1,1,1,1
conventional-changelog,https://github.com/conventional-changelog/conventional-changelog,0,0,289,102,100,6374,2448,repos\conventional-changelog\tsconfig.json,1,1,1,1,1,1,1,1,147,10,2014-01-04T21:18:33Z,7e51c6d1bed61dfa7d8dedf7b11a0a027a222f3f,0,0,105,4733,3752,repos\conventional-changelog\tsconfig.json,1,1,1,1,1,1,1,1
ariakit,https://github.com/ariakit/ariakit,9,21,1398,58,796,79699,2105,repos\ariakit\tsconfig.json,1,1,1,1,1,1,1,1,272,7,2017-09-19T22:00:42Z,74a3239e31dfc18900700500cfdb564bb689144d,8,22,1109,59873,2013,repos\ariakit\tsconfig.json,1,1,1,1,1,1,1,1
unredacter,https://github.com/BishopFox/unredacter,0,16,29,0,6,619,0,repos\unredacter\tsconfig.json,0,0,0,0,0,1,0,0,0,3,2021-10-22T16:02:57Z,fc383c7af14f415f049f5fdfe718ed38e04aee19,0,16,29,619,0,repos\unredacter\tsconfig.json,0,0,0,0,0,1,0,0
graphql-voyager,https://github.com/graphql-kit/graphql-voyager,0,19,323,8,70,5037,79,repos\graphql-voyager\tsconfig.json,1,1,1,1,1,1,1,1,9,8,2016-11-29T14:26:53Z,02c77059a3f7155559b6695e31598727dc2dde22,0,21,319,4999,373,repos\graphql-voyager\tsconfig.json,1,1,1,1,1,1,1,1
sentry-javascript,https://github.com/getsentry/sentry-javascript,14,479,8381,1112,3592,152518,12593,repos\sentry-javascript\tsconfig.json,0,0,0,0,0,0,0,0,544,12,2012-02-01T20:16:25Z,ea02ee5aa4965640c53bbcb4a85cec24d528842d,4,362,6498,111247,14694,repos\sentry-javascript\tsconfig.json,0,0,0,0,0,0,0,0
purgecss,https://github.com/FullHuman/purgecss,0,2,223,46,106,4097,315,repos\purgecss\tsconfig.json,1,1,1,1,1,1,1,1,26,7,2017-07-01T15:01:43Z,4ee5ad8e88079e30bda2d491e6b7c38ba142720d,0,2,224,4057,332,repos\purgecss\tsconfig.json,1,1,1,1,1,1,1,1
lucky-canvas,https://github.com/buuing/lucky-canvas,3,49,608,112,52,9174,4208,not_found,0,0,0,0,0,0,0,0,0,5,2019-06-10T07:36:23Z,02b90349913b53758a95e2129cacb868ebc384c2,3,49,608,9174,4208,not_found,0,0,0,0,0,0,0,0
angularfire,https://github.com/angular/angularfire,1,140,602,56,492,12658,1304,repos\angularfire\tsconfig.json,0,0,0,0,0,0,0,0,105,8,2016-01-11T20:47:23Z,1350920c37233b19864e4e5522878eb644a1e132,9,167,650,13194,1304,repos\angularfire\tsconfig.json,0,0,0,0,0,0,0,0
fluent-reader,https://github.com/yang991178/fluent-reader,4,14,570,6,58,14640,128,repos\fluent-reader\tsconfig.json,0,0,0,0,0,0,0,0,30,4,2020-05-31T08:15:55Z,9fd12a9fb21e67f4829253ef918fb060d5ecc6aa,4,14,570,14640,128,repos\fluent-reader\tsconfig.json,0,0,0,0,0,0,0,0
typedoc,https://github.com/TypeStrong/typedoc,0,103,2311,50,832,42763,933,repos\typedoc\tsconfig.json,1,1,1,1,1,1,1,1,218,10,2014-05-24T14:40:16Z,c86f4a9a5c326cc5c8b4711e9aaad86fd807d20e,0,117,2109,36920,866,repos\typedoc\tsconfig.json,1,1,1,1,1,1,1,1
mikro-orm,https://github.com/mikro-orm/mikro-orm,44,466,4648,82,832,51090,2668,repos\mikro-orm\tsconfig.json,0,0,0,0,0,0,0,0,165,6,2018-03-15T09:21:10Z,1b09d263f94f4c216936f6f85673810f7c6f9099,31,352,4093,42081,2140,repos\mikro-orm\tsconfig.json,0,0,0,0,0,0,0,0
rap2-delos,https://github.com/thx/rap2-delos,2,234,447,30,132,9450,1123,repos\rap2-delos\tsconfig.json,0,0,0,0,0,0,1,0,5,7,2017-11-23T09:40:13Z,2e84684d41b1785e2961cf7a831f8d945b233e1f,2,234,447,9450,1123,repos\rap2-delos\tsconfig.json,0,0,0,0,0,0,1,0
aprendiendo-react,https://github.com/midudev/aprendiendo-react,0,0,212,60,88,4535,1390,repos\aprendiendo-react\tsconfig.json,1,1,1,1,1,1,1,1,0,5,2019-05-26T16:01:51Z,05d4568acb8c95fa8ff13e220b700f6ffebb24e3,0,0,212,4533,1388,repos\aprendiendo-react\tsconfig.json,1,1,1,1,1,1,1,1
gpt4free-ts,https://github.com/xiangsx/gpt4free-ts,72,538,3209,6,318,51253,13743,repos\gpt4free-ts\tsconfig.json,0,0,0,0,0,0,0,0,2,1,2023-05-04T13:32:13Z,634cc0e797ff6a73418f74512ff77ad6bbc5ea7c,53,304,1301,18170,0,repos\gpt4free-ts\tsconfig.json,0,0,0,0,0,0,0,0
craft.js,https://github.com/prevwong/craft.js,2,129,259,80,166,13746,1841,repos\craft.js\tsconfig.json,0,0,0,0,0,0,0,0,47,5,2019-06-04T18:08:50Z,528035d95f67c2279dbcb4cb14c9e1c31c2b0ad3,2,129,244,13624,1823,repos\craft.js\tsconfig.json,0,0,0,0,0,0,0,0
tsparticles,https://github.com/tsparticles/tsparticles,0,5,2661,220,1956,65715,3794,repos\tsparticles\tsconfig.json,0,0,0,0,0,0,0,0,2,4,2020-02-05T18:00:01Z,692f854f3eb916996084fb786555c9012a8946c3,0,4,2319,58485,3645,repos\tsparticles\tsconfig.json,0,0,0,0,0,0,0,0
vxe-table,https://github.com/x-extends/vxe-table,0,678,421,6,128,29563,387,repos\vxe-table\tsconfig.json,1,1,1,1,1,1,1,1,832,5,2019-04-20T11:07:35Z,bae0308c7da61b88b5ff2caf723579943e7e7a49,0,1299,2387,58116,394,repos\vxe-table\tsconfig.json,1,1,1,1,1,1,1,1
chat-ui,https://github.com/huggingface/chat-ui,0,1,579,4,430,14937,56,repos\chat-ui\tsconfig.json,1,1,1,1,1,1,1,1,14,1,2023-02-17T15:31:50Z,04a868effc919615ff8d06a126b2daffd51d47f1,0,0,139,3073,35,repos\chat-ui\tsconfig.json,1,1,1,1,1,1,1,1
effect,https://github.com/Effect-TS/effect,4,1143,10714,0,2020,265800,0,repos\effect\tsconfig.json,0,0,0,0,0,0,0,0,1000,5,2019-11-13T12:49:21Z,6471fa86d5ebd42ee7516106ff9c809511e53cf0,0,35,293,7811,0,not_found,0,0,0,0,0,0,0,0
react-illustration-series,https://github.com/7kms/react-illustration-series,0,0,0,0,0,49,14,repos\react-illustration-series\tsconfig.json,1,1,1,1,1,1,1,1,0,4,2020-05-06T17:07:35Z,1e71a14310bcb92cd29ef98dddb45f462df4b546,0,0,0,49,14,repos\react-illustration-series\tsconfig.json,1,1,1,1,1,1,1,1
curlconverter,https://github.com/curlconverter/curlconverter,0,11,1258,758,138,29886,5214,repos\curlconverter\tsconfig.json,1,1,1,1,1,1,1,1,25,10,2014-12-25T03:07:06Z,bc5605350bfaf58ac9d205944a2abd5ad6380f06,0,8,1103,26178,5231,repos\curlconverter\tsconfig.json,1,1,1,1,1,1,1,1
majestic,https://github.com/Raathigesh/majestic,0,68,222,22,78,4449,335,repos\majestic\tsconfig.json,0,1,0,0,0,1,1,0,11,7,2017-11-28T10:28:30Z,2bb0047188722610c7251e53717ce731bf5ec65e,0,68,222,4449,335,repos\majestic\tsconfig.json,0,1,0,0,0,1,1,0
penrose,https://github.com/penrose/penrose,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,13,8,2016-09-22T04:47:19Z,b8b18b34ede45e06426c9704ae1820a790b31a76,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
highlight,https://github.com/highlight/highlight,43,621,6021,368,1080,293235,65318,repos\highlight\tsconfig.json,0,0,0,0,0,0,0,0,45,4,2020-08-20T17:55:23Z,e231d1bbd160bf1191026b4adb29394ddef6a41a,33,522,4981,227210,28305,repos\highlight\tsconfig.json,0,0,0,0,0,0,0,0
runtipi,https://github.com/runtipi/runtipi,8,3,1645,4,796,33535,577,not_found,0,0,0,0,0,0,0,0,230,2,2022-03-26T15:16:57Z,d032bbdc5f0928023afa0386a3a5934d1791ef38,0,0,413,10706,494,repos\runtipi\tsconfig.json,1,1,1,1,1,1,1,1
metrics-graphics,https://github.com/metricsgraphics/metrics-graphics,0,51,188,6,42,3421,111,not_found,0,0,0,0,0,0,0,0,24,10,2014-05-01T18:25:52Z,60429d802e3444c209a1e3d6f7fb9742b76fa838,0,51,188,3421,111,not_found,0,0,0,0,0,0,0,0
craco,https://github.com/dilanx/craco,0,48,102,58,90,4127,841,repos\craco\tsconfig.json,1,1,1,1,1,1,1,1,24,6,2018-10-14T21:49:44Z,f45190848ae53e50126f25b686c0ffb298bf45f7,0,48,102,4127,841,repos\craco\tsconfig.json,1,1,1,1,1,1,1,1
umbrel,https://github.com/getumbrel/umbrel,0,24,792,62,210,28721,1321,not_found,0,0,0,0,0,0,0,0,78,4,2020-07-06T18:40:02Z,986ad280c1261f611f1b4c83ffc9456e4a4bac4a,0,8,348,18739,7238,not_found,0,0,0,0,0,0,0,0
fiddle,https://github.com/electron/fiddle,0,207,820,80,302,28575,1216,repos\fiddle\tsconfig.json,0,1,0,0,0,1,1,0,69,6,2018-06-07T10:52:57Z,41b0600cb8c45637533a24f28c0f41a1c6dbf96d,0,214,838,29398,1223,repos\fiddle\tsconfig.json,0,1,0,0,0,1,1,0
builder,https://github.com/BuilderIO/builder,28,1099,3889,396,1820,103919,11381,not_found,0,0,0,0,0,0,0,0,635,5,2019-01-30T23:06:02Z,3cbb4d3464003c58d4e3a3f3ae5db66db376b97f,15,953,3374,79726,11293,not_found,0,0,0,0,0,0,0,0
zotero-pdf-translate,https://github.com/windingwind/zotero-pdf-translate,5,38,354,4,126,7994,151,repos\zotero-pdf-translate\tsconfig.json,1,1,1,1,1,1,1,1,220,2,2022-03-09T08:42:33Z,afdc4941646e260fe49b366ce4b068d367d22162,2,22,295,6468,137,repos\zotero-pdf-translate\tsconfig.json,1,1,1,1,1,1,1,1
azuredatastudio,https://github.com/microsoft/azuredatastudio,41,4581,120377,568,10538,1381718,64752,repos\azuredatastudio\src\tsconfig.json,0,0,0,0,0,0,0,0,138,7,2017-11-02T01:00:13Z,0bfcbebb76fdd7f80c684af3aad77ee20a4e5dfd,41,4550,119921,1374440,64729,repos\azuredatastudio\src\tsconfig.json,0,0,0,0,0,0,0,0
typebot.io,https://github.com/baptisteArno/typebot.io,4,111,4261,14,1990,119293,109,repos\typebot.io\tsconfig.json,0,0,0,0,0,0,0,0,89,3,2021-11-19T09:15:31Z,58b9e0b3063a88a8873ac2df49b111c10efe8191,1,32,2915,87166,459,not_found,0,0,0,0,0,0,0,0
material-shell,https://github.com/material-shell/material-shell,0,18905,103851,4,444,506625,125,repos\material-shell\tsconfig.json,1,1,1,1,1,1,1,1,17,5,2019-05-02T11:48:15Z,a32293946a548e9895821de922759e321944edd2,0,5273,57532,121983,124,repos\material-shell\tsconfig.json,1,1,1,1,1,1,1,1
laf,https://github.com/labring/laf,27,1688,18530,288,1070,127991,41433,not_found,0,0,0,0,0,0,0,0,23,3,2021-03-07T11:13:42Z,4afea1e41fe3545e30e06e62e34131874d2da748,21,1036,4467,79039,2130,not_found,0,0,0,0,0,0,0,0
hardhat,https://github.com/NomicFoundation/hardhat,12,753,3671,598,1230,107498,4761,not_found,0,0,0,0,0,0,0,0,298,6,2018-04-14T22:20:59Z,ee92534e6eb655e371eb3078e265f21f2675b9ca,12,877,4385,500029,4684,not_found,0,0,0,0,0,0,0,0
