name,url,ts_ignore,any,specific_types,qty_js_files,qty_ts_files,TLOC,JS_LOC,tsconfig_path,strict,strictNullChecks,strictBindCallApply,strictFunctionTypes,strictPropertyInitialization,noImplicitAny,noImplicitThis,alwaysStrict,releases,age,created_at,prev_year_commit,prev_year_ts_ignore,prev_year_any,prev_year_specific_types,prev_year_TLOC,prev_year_JS_LOC,prev_year_tsconfig_path,prev_year_strict,prev_year_strictNullChecks,prev_year_strictBindCallApply,prev_year_strictFunctionTypes,prev_year_strictPropertyInitialization,prev_year_noImplicitAny,prev_year_noImplicitThis,prev_year_alwaysStrict
flatpickr,https://github.com/flatpickr/flatpickr,0,35,432,0,178,10444,3,repos\flatpickr\tsconfig.json,1,1,1,1,1,1,1,1,137,9,2015-08-10T23:52:45Z,548330e6e18871d6ca1ca78746c0e89cb12a0303,0,35,432,10444,3,repos\flatpickr\tsconfig.json,1,1,1,1,1,1,1,1
qinglong,https://github.com/whyour/qinglong,3,398,730,10,180,25305,1537,repos\qinglong\tsconfig.json,1,1,1,1,1,1,1,1,0,3,2021-03-13T15:21:04Z,9ed107980c7dcecf888c1e2bfa1ba1ba9de2c629,3,398,683,23293,1475,repos\qinglong\tsconfig.json,1,1,1,1,1,1,1,1
naive-ui,https://github.com/tusen-ai/naive-ui,0,238,4781,110,1806,110523,4634,repos\naive-ui\tsconfig.json,1,1,1,1,1,1,1,1,0,3,2021-06-04T13:47:28Z,121a9830223ba4780ff9356655376af78f213173,1,255,4404,101300,4323,repos\naive-ui\tsconfig.json,1,1,1,1,1,1,1,1
learn-anything,https://github.com/learn-anything/learn-anything,0,40,590,2,254,19846,24,repos\learn-anything\tsconfig.json,1,1,1,1,1,1,1,1,0,8,2016-08-08T16:09:17Z,,0,40,590,19846,24,repos\learn-anything\tsconfig.json,1,1,1,1,1,1,1,1
motion-canvas,https://github.com/motion-canvas/motion-canvas,0,123,1833,32,798,46869,1357,not_found,0,0,0,0,0,0,0,0,62,2,2022-08-03T16:30:14Z,33e1a1296f21d26e9ed45ae92132825dca17054d,0,98,1361,37084,1271,not_found,0,0,0,0,0,0,0,0
sismo-badges,https://github.com/sismo-core/sismo-badges,0,10,217,0,156,10005,0,repos\sismo-badges\tsconfig.json,1,1,1,1,1,0,1,1,29,2,2022-06-16T15:46:44Z,09206e396ca2342a88f7eaa897d55783f019f759,0,10,217,10005,0,repos\sismo-badges\tsconfig.json,1,1,1,1,1,0,1,1
msw,https://github.com/mswjs/msw,1,26,391,30,434,11250,1124,repos\msw\tsconfig.json,0,0,0,0,0,0,0,0,202,6,2018-11-13T14:58:44Z,15e3006cdbcf1d23312252960ee2920d2011d1bb,28,28,286,8685,901,repos\msw\tsconfig.json,0,0,0,0,0,0,0,0
graphiql,https://github.com/graphql/graphiql,47,98,1362,82,430,37665,2610,repos\graphiql\tsconfig.json,0,0,0,0,0,0,0,0,927,9,2015-08-11T02:56:22Z,e1ee54ee74e3518d46dedcb8fdb90b0169492849,54,102,1335,37650,2563,repos\graphiql\tsconfig.json,0,0,0,0,0,0,0,0
qiankun,https://github.com/umijs/qiankun,8,66,206,66,84,6165,1192,repos\qiankun\tsconfig.json,1,1,1,1,1,1,1,1,146,5,2019-05-15T05:27:23Z,eff4306401bfd36b64d86bebd307ad859db210cb,8,65,198,6065,1192,repos\qiankun\tsconfig.json,1,1,1,1,1,1,1,1
gitmoji,https://github.com/carloscuesta/gitmoji,0,0,45,10,24,1987,53,not_found,0,0,0,0,0,0,0,0,25,8,2016-10-21T09:36:02Z,221c0545d076d9d433ae5655bb469b3b8f94f31a,0,0,45,1979,53,not_found,0,0,0,0,0,0,0,0
primitives,https://github.com/radix-ui/primitives,1,103,1031,6,134,38984,57,repos\primitives\tsconfig.json,1,1,1,1,1,1,1,1,0,4,2020-06-19T13:23:22Z,c31c97274ff357aea99afe6c01c1c8c58b6356e0,0,101,1016,38366,175,repos\primitives\tsconfig.json,0,0,0,0,0,0,0,0
verdaccio,https://github.com/verdaccio/verdaccio,151,367,2093,164,932,38139,3232,repos\verdaccio\tsconfig.base.json,1,1,1,1,1,0,1,1,360,8,2016-04-15T16:21:12Z,17087ffa97e4451e1cb6bc08e4dda9b6208f3cb3,145,356,1983,36258,3441,repos\verdaccio\tsconfig.base.json,1,1,1,1,1,0,1,1
monkeytype,https://github.com/monkeytypegame/monkeytype,4,2,4255,30,860,72161,1681,not_found,0,0,0,0,0,0,0,0,215,4,2020-05-14T17:41:09Z,9b8c4520644ac2664232f2bbd9b8f9ce16d1286c,12,13,4282,62268,1612,not_found,0,0,0,0,0,0,0,0
crawlee,https://github.com/apify/crawlee,10,76,2110,146,2900,68529,4891,repos\crawlee\tsconfig.json,0,0,0,0,0,0,0,0,113,8,2016-08-26T18:35:03Z,aaeaf7f23386f893c91e6cd34504c67459aa8328,5,53,1595,45939,4038,repos\crawlee\tsconfig.json,0,0,0,0,0,0,0,0
leon,https://github.com/leon-ai/leon,0,1,688,124,294,18900,5780,repos\leon\tsconfig.json,0,0,0,0,0,0,0,0,20,5,2019-02-10T12:25:12Z,ae6fec335d1964904f2c7d64ed85d1b22b582c16,1,2,430,11804,4529,repos\leon\tsconfig.json,0,0,0,0,0,0,0,0
qwerty-learner,https://github.com/RealKai42/qwerty-learner,0,1,506,8,98,15061,121,repos\qwerty-learner\tsconfig.json,1,1,1,1,1,1,1,1,0,3,2021-01-21T11:14:16Z,4af814d1871de7c5bb5765ceb27a9537d647bb35,0,1,433,11812,121,repos\qwerty-learner\tsconfig.json,1,1,1,1,1,1,1,1
typescript-eslint,https://github.com/typescript-eslint/typescript-eslint,1,139,4498,138,4094,94383,2084,repos\typescript-eslint\tsconfig.json,0,0,0,0,0,0,0,0,313,5,2019-01-13T17:52:15Z,eb736bbfc22554694400e6a4f97051d845d32e0b,0,124,4402,89157,3176,repos\typescript-eslint\tsconfig.base.json,1,1,1,1,1,1,1,1
umi,https://github.com/umijs/umi,372,2564,25648,652,2830,538025,383585,repos\umi\tsconfig.json,0,0,0,0,0,0,0,0,521,7,2017-11-22T10:09:36Z,d894d0cab0cdc954ef81d818cf0119c92aa8f88a,369,2541,25487,537575,385439,repos\umi\tsconfig.json,0,0,0,0,0,0,0,0
sass,https://github.com/sass/sass,0,2,578,0,92,8030,0,repos\sass\tsconfig.json,0,0,0,0,0,0,0,0,0,14,2010-09-22T06:16:55Z,5073cdfe12781cc50fd33efba2747538baf472cb,0,2,497,6750,0,repos\sass\tsconfig.json,0,0,0,0,0,0,0,0
catppuccin,https://github.com/catppuccin/catppuccin,0,0,15,2,8,557,54,not_found,0,0,0,0,0,0,0,0,5,3,2021-11-06T02:11:59Z,91d6b5433730103c504dcf43583b594e418ee7c1,0,0,9,407,54,not_found,0,0,0,0,0,0,0,0
feathers,https://github.com/feathersjs/feathers,4,528,518,14,342,18355,102,repos\feathers\tsconfig.json,0,0,0,0,0,0,0,0,100,13,2011-10-19T22:45:16Z,82d30fd37914e61935e068e89fc389f6bf47aaad,4,518,522,17713,102,repos\feathers\tsconfig.json,0,0,0,0,0,0,0,0
amplication,https://github.com/amplication/amplication,12,380,7554,30,4464,193156,416,repos\amplication\tsconfig.base.json,0,0,0,0,0,0,0,0,202,4,2020-05-10T19:41:49Z,c61d18ffd2534d9c0fa63e43d66aa2a80dc62730,39,339,5822,132665,214,repos\amplication\tsconfig.base.json,0,0,0,0,0,0,0,0
react-sketchapp,https://github.com/airbnb/react-sketchapp,17,90,361,162,196,11818,2715,not_found,0,0,0,0,0,0,0,0,28,7,2017-04-21T18:27:39Z,b238e69c6f1e65ec6b1d8a908a91fbd9a8cc43a7,17,90,361,11818,2715,not_found,0,0,0,0,0,0,0,0
gpt4-pdf-chatbot-langchain,https://github.com/mayooear/gpt4-pdf-chatbot-langchain,0,3,7,2,18,780,11,repos\gpt4-pdf-chatbot-langchain\tsconfig.json,1,1,1,1,1,1,1,1,0,1,2023-03-17T01:23:26Z,66d183f6b207fa1d92153a430c620c58b01e9b1c,0,3,9,718,11,repos\gpt4-pdf-chatbot-langchain\tsconfig.json,1,1,1,1,1,1,1,1
reactotron,https://github.com/infinitered/reactotron,32,165,750,44,312,26272,6841,repos\reactotron\tsconfig.base.json,0,0,0,0,0,0,0,0,457,8,2016-04-15T21:58:32Z,895630bd756f1b3d4314220c81b7428dbe1f815e,27,160,575,20675,6709,repos\reactotron\tsconfig.base.json,0,0,0,0,0,0,0,0
tinymce,https://github.com/tinymce/tinymce,0,867,17236,98,7180,376252,4441,repos\tinymce\tsconfig.json,0,0,0,0,0,0,0,0,0,14,2010-01-11T14:46:42Z,9ab613d1f93d0ca8be28219917029b935cabf847,0,831,16723,357032,4323,repos\tinymce\tsconfig.json,0,0,0,0,0,0,0,0
infisical,https://github.com/Infisical/infisical,45,126,11024,32,1942,244721,1596,not_found,0,0,0,0,0,0,0,0,199,2,2022-08-05T13:50:00Z,1de5fd28a99943b1107131e1d08eaba022147bfb,3,227,4590,103247,1483,not_found,0,0,0,0,0,0,0,0
lowcode-engine,https://github.com/alibaba/lowcode-engine,52,1596,4959,668,1480,106264,29168,repos\lowcode-engine\tsconfig.json,1,1,1,1,0,1,1,1,37,3,2021-12-20T07:26:44Z,e3611dcf06a0a24b691fab00734ce4cecb501f25,58,1667,4913,106131,29454,repos\lowcode-engine\tsconfig.json,1,1,1,1,0,1,1,1
uuid,https://github.com/uuidjs/uuid,0,0,119,72,56,2350,1043,repos\uuid\tsconfig.json,0,0,0,0,0,0,0,0,3,14,2010-12-28T14:59:11Z,bc46e198ab06311a9d82d3c9c6222062dd27f760,0,0,1,1698,1698,not_found,0,0,0,0,0,0,0,0
hls.js,https://github.com/video-dev/hls.js,57,280,3475,80,328,70957,8835,repos\hls.js\tsconfig.json,0,0,0,0,0,0,0,0,295,9,2015-01-30T09:06:27Z,2447ef78bf3d93988d1837ece3a54e8fc903202b,41,208,2908,60320,9435,repos\hls.js\tsconfig.json,0,0,0,0,0,0,0,0
ar-cutpaste,https://github.com/cyrildiagne/ar-cutpaste,0,3,11,4,0,476,39,not_found,0,0,0,0,0,0,0,0,0,4,2020-05-02T18:40:00Z,155fddc9b16d5e6ab4f67864c87875d832626feb,0,3,11,476,39,not_found,0,0,0,0,0,0,0,0
brain.js,https://github.com/BrainJS/brain.js,0,15,1517,4,240,14593,94,repos\brain.js\tsconfig.json,1,1,1,1,1,1,1,1,20,8,2016-02-13T18:09:44Z,226819334d9ce32c1bd16414ce7235b807facafb,0,15,1505,14373,94,repos\brain.js\tsconfig.json,1,1,1,1,1,1,1,1
ioredis,https://github.com/redis/ioredis,0,55,5352,34,232,32474,507,repos\ioredis\tsconfig.json,0,0,0,0,0,0,0,0,152,9,2015-04-02T06:42:46Z,ec42c82ceab1957db00c5175dfe37348f1856a93,0,55,5350,32440,507,repos\ioredis\tsconfig.json,0,0,0,0,0,0,0,0
react-email,https://github.com/resend/react-email,0,22,655,22,260,44943,627,repos\react-email\tsconfig.json,0,0,0,0,0,0,0,0,111,2,2022-09-19T19:24:54Z,3f649e49970c63bf8b2977d5a4bcd6b7f97a1efd,0,2,201,10774,555,repos\react-email\tsconfig.json,0,0,0,0,0,0,0,0
actual,https://github.com/actualbudget/actual,4,3,4220,90,718,118204,19095,repos\actual\tsconfig.json,0,0,0,1,0,0,0,0,32,2,2022-04-29T02:41:34Z,df5aa3186c354eae177e096b8c92c1c6fd75ef66,0,4,2262,98269,39050,repos\actual\tsconfig.json,0,0,0,0,0,0,0,0
kubeflow,https://github.com/kubeflow/kubeflow,0,220,2670,116,670,40065,6490,not_found,0,0,0,0,0,0,0,0,92,7,2017-11-30T18:44:19Z,16ae921ff0c5b082a6366b4c9e47a04de10cf4ee,0,220,2667,39856,6390,not_found,0,0,0,0,0,0,0,0
Signal-Desktop,https://github.com/signalapp/Signal-Desktop,8,150,17930,66,2884,515193,99301,not_found,0,0,0,0,0,0,0,0,770,10,2014-02-24T19:53:36Z,5a865792747650c8c4469430d73a8f829ccdbe0f,11,144,14571,438432,96238,repos\Signal-Desktop\tsconfig.json,1,1,1,1,1,1,1,1
type-fest,https://github.com/sindresorhus/type-fest,5,75,2329,2,620,19007,31,repos\type-fest\tsconfig.json,1,1,1,1,1,1,1,1,154,5,2019-03-13T10:30:19Z,f31a21ca5a93484c84c5cb25696c3faa185ea236,0,50,1916,14668,27,repos\type-fest\tsconfig.json,0,0,0,0,0,0,0,0
got,https://github.com/sindresorhus/got,0,95,493,12,128,17948,423,repos\got\tsconfig.json,0,0,0,0,0,0,0,0,142,10,2014-03-27T22:40:49Z,844cfb6461b08c88a7a1bdba675e1f0624e5b689,0,95,489,17605,423,repos\got\tsconfig.json,0,0,0,0,0,0,0,0
react-jsonschema-form,https://github.com/rjsf-team/react-jsonschema-form,1,148,867,72,714,40321,560,repos\react-jsonschema-form\tsconfig.json,0,0,0,0,0,0,0,0,219,9,2015-12-16T15:14:05Z,9e3327a6e7c2cff0298a5cde15a69bb5ad4213b5,0,134,807,36050,528,repos\react-jsonschema-form\tsconfig.base.json,1,1,1,1,1,1,1,1
formatjs,https://github.com/formatjs/formatjs,39,154,1820,82,790,348195,1768,repos\formatjs\tsconfig.json,1,1,1,1,1,1,1,1,1000,10,2014-04-24T17:28:36Z,18b0a3b31641eca1930ab42c6fbfef80407385a8,43,204,1721,344595,1793,repos\formatjs\tsconfig.json,1,1,1,1,1,1,1,1
tfjs-models,https://github.com/tensorflow/tfjs-models,2,41,1897,250,904,72192,19281,repos\tfjs-models\tsconfig.json,0,0,0,0,0,1,1,1,2,6,2018-04-03T21:04:35Z,ad17ade67add3e84fee0895c938ea4e1cd4d50e4,2,41,1897,72192,19281,repos\tfjs-models\tsconfig.json,0,0,0,0,0,1,1,1
redux-devtools,https://github.com/reduxjs/redux-devtools,2,127,2685,256,652,44181,7712,repos\redux-devtools\tsconfig.base.json,1,1,1,1,1,1,1,1,113,9,2015-07-05T10:58:49Z,057b5e6de79bc61b1341550e35242cd694499ce3,5,122,2575,44960,8443,repos\redux-devtools\tsconfig.base.json,1,1,1,1,1,1,1,1
hooks,https://github.com/alibaba/hooks,11,86,532,28,256,16173,347,repos\hooks\tsconfig.json,0,1,0,0,0,0,0,0,126,5,2019-06-27T05:20:06Z,b06cfea0703f9b9c1ce5ecdfdcdeb0bf940d7cf9,11,86,510,15447,329,repos\hooks\tsconfig.json,0,1,0,0,0,0,0,0
jupyterlab,https://github.com/jupyterlab/jupyterlab,6,483,9610,478,1172,202708,6951,not_found,0,0,0,0,0,0,0,0,215,8,2016-06-03T20:09:17Z,a688380f83ef8e7155dac62badba25ed52603c1c,6,487,9091,191336,6828,not_found,0,0,0,0,0,0,0,0
sealos,https://github.com/labring/sealos,109,744,8080,88,2120,157063,1890,not_found,0,0,0,0,0,0,0,0,158,6,2018-08-15T12:22:50Z,6d71ab2e842915ccd0e520f8b75e92270223c724,75,451,4592,85095,1284,not_found,0,0,0,0,0,0,0,0
Vim,https://github.com/VSCodeVim/Vim,0,28,1787,6,344,39123,548,repos\Vim\tsconfig.json,1,1,1,1,1,1,1,1,233,9,2015-11-12T09:02:23Z,c6bf7d2beea66769fc80a85a2fc695e531666fb1,4,31,1689,35746,343,repos\Vim\tsconfig.json,1,1,1,1,1,1,1,1
ajv,https://github.com/ajv-validator/ajv,0,21,993,12,238,10887,879,repos\ajv\tsconfig.json,0,0,0,0,0,0,0,0,163,9,2015-05-19T23:23:32Z,490eb8c0eba8392d071fef005e16d330f259d0ba,0,21,992,10837,879,repos\ajv\tsconfig.json,0,0,0,0,0,0,0,0
ky,https://github.com/sindresorhus/ky,0,7,98,0,68,5036,0,repos\ky\tsconfig.json,0,0,0,0,0,0,0,0,76,6,2018-09-04T16:26:42Z,d7b0abc03743095176d990a955c38db70534808c,0,6,89,4572,0,repos\ky\tsconfig.json,0,0,0,0,0,0,0,0
truffle,https://github.com/trufflesuite/truffle,118,254,3051,1114,1378,137872,58842,not_found,0,0,0,0,0,0,0,0,280,9,2015-06-29T19:46:53Z,5b5312dbd5ffe2d5ec575e078ff09d98eb1b45c2,118,254,3051,137872,58842,not_found,0,0,0,0,0,0,0,0
apollo-server,https://github.com/apollographql/apollo-server,1,274,1733,12,148,56124,16548,repos\apollo-server\tsconfig.json,0,0,0,0,0,0,0,0,144,8,2016-04-21T09:26:01Z,fe68c1b05323931d766a5e081061b70e305ac67e,1,270,1729,53258,16549,repos\apollo-server\tsconfig.json,0,0,0,0,0,0,0,0
react-content-loader,https://github.com/danilowoz/react-content-loader,0,0,40,10,6,1182,218,repos\react-content-loader\tsconfig.json,0,0,0,0,0,0,0,0,37,7,2017-01-20T00:30:11Z,c3a0e7c96bc3a306efd3a9c956cd1b5fa0e2c45b,0,0,43,1281,286,repos\react-content-loader\tsconfig.json,0,0,0,0,0,0,0,0
javascript-obfuscator,https://github.com/javascript-obfuscator/javascript-obfuscator,1,28,2390,1086,844,174748,147898,repos\javascript-obfuscator\tsconfig.json,1,1,1,1,1,1,0,1,218,8,2016-05-09T08:16:53Z,1000402f10f61bd367cd971d55f0f832d940d60e,1,28,2390,174748,147898,repos\javascript-obfuscator\tsconfig.json,1,1,1,1,1,1,0,1
jimp,https://github.com/jimp-dev/jimp,2,37,305,14,124,8108,351,repos\jimp\tsconfig.json,0,0,0,0,0,0,0,0,125,10,2014-09-13T22:53:45Z,af334eff862cc8091378cd6b1e194086e36d445e,0,25,364,9042,7172,repos\jimp\tsconfig.json,0,0,0,0,0,0,0,0
blitz,https://github.com/blitz-js/blitz,4,349,1383,116,888,36207,924,repos\blitz\tsconfig.json,1,1,1,1,1,1,1,1,281,4,2020-02-17T21:54:15Z,fb232d126ebdbb9183417336a4ce461dc89b2a56,6,328,1347,33938,905,repos\blitz\tsconfig.json,1,1,1,1,1,1,1,1
electron-builder,https://github.com/electron-userland/electron-builder,7,446,2865,48,506,37224,890,repos\electron-builder\tsconfig.json,0,0,0,0,0,0,0,0,866,9,2015-05-21T07:45:02Z,05fb3892f85866e578e2066a7f809a934c5b04bb,7,514,4726,45456,1756,repos\electron-builder\tsconfig.json,0,0,0,0,0,0,0,0
brotli,https://github.com/google/brotli,4,0,339,14,10,9005,4765,not_found,0,0,0,0,0,0,0,0,19,10,2014-10-09T14:35:14Z,0adb12e0a4a9a05f2b5cce2cbc33602b611ad4be,4,0,334,9076,4856,not_found,0,0,0,0,0,0,0,0
wasp,https://github.com/wasp-lang/wasp,14,253,2809,200,620,59125,19029,not_found,0,0,0,0,0,0,0,0,108,4,2020-01-30T13:48:54Z,3dd6279366b1047c21ed08ef9cb159c7701c299a,2,102,943,34085,15598,not_found,0,0,0,0,0,0,0,0
ui-router,https://github.com/angular-ui/ui-router,0,94,742,50,70,234287,220893,repos\ui-router\tsconfig.json,0,0,0,0,0,0,0,0,61,11,2013-01-18T20:26:29Z,e8694114594d5aaf9f40e27b8ba194bca85595de,0,94,742,234287,220893,repos\ui-router\tsconfig.json,0,0,0,0,0,0,0,0
web-llm,https://github.com/mlc-ai/web-llm,0,38,552,22,108,14513,286,repos\web-llm\tsconfig.json,1,1,1,1,1,1,1,1,1,1,2023-04-13T18:11:59Z,a9efc67502c06fa0f822bc090121de177a0f8ff4,0,7,116,2630,204,repos\web-llm\tsconfig.json,1,1,1,1,1,1,1,1
react-native-gifted-chat,https://github.com/FaridSafi/react-native-gifted-chat,0,11,225,18,20,5774,704,repos\react-native-gifted-chat\tsconfig.json,1,1,1,1,0,1,1,1,75,9,2015-11-14T15:45:34Z,ba06287912151dbfb71951893d0454db8aafd5a5,2,43,219,5880,1267,repos\react-native-gifted-chat\tsconfig.json,1,1,1,1,0,1,1,1
pretty-ts-errors,https://github.com/yoavbls/pretty-ts-errors,0,10,129,4,46,995,81,not_found,0,0,0,0,0,0,0,0,8,2,2022-08-30T23:01:50Z,92869bdc51497f0541ed9548723a0e47fc68a0c5,0,10,129,969,47,not_found,0,0,0,0,0,0,0,0
Tone.js,https://github.com/Tonejs/Tone.js,23,85,1103,8,418,35337,2407,repos\Tone.js\tsconfig.json,0,1,0,0,1,0,0,0,15,10,2014-03-11T04:56:45Z,08df7ad68cb9ed4c88d697f2230e3864ca15d206,25,83,1073,32419,2364,repos\Tone.js\tsconfig.json,0,1,0,0,1,0,0,0
chartist,https://github.com/chartist-js/chartist,0,10,487,30,178,9282,715,repos\chartist\tsconfig.json,1,1,1,1,1,1,1,1,13,10,2014-03-09T22:40:07Z,10679003a8cec24f9c1f559bdd0c241ec02319a4,0,10,487,9282,715,repos\chartist\tsconfig.json,1,1,1,1,1,1,1,1
caprover,https://github.com/caprover/caprover,0,42,765,8,176,16364,150,repos\caprover\tsconfig.json,0,1,0,0,0,1,0,0,33,7,2017-10-25T05:00:43Z,10ea8dbf71e38c1e99441a0a9c202c076c8b1569,2,42,705,15273,171,repos\caprover\tsconfig.json,0,1,0,0,0,1,0,0
wechat-chatgpt,https://github.com/fuergaosi233/wechat-chatgpt,0,4,63,0,14,624,0,repos\wechat-chatgpt\tsconfig.json,0,0,0,0,0,0,0,0,13,2,2022-12-06T13:15:21Z,2f81c89aabdc3d9eb915c0368c18fe761e0eb357,0,4,63,624,0,repos\wechat-chatgpt\tsconfig.json,0,0,0,0,0,0,0,0
chatgpt-google-extension,https://github.com/wong2/chatgpt-google-extension,0,4,64,0,28,1372,0,repos\chatgpt-google-extension\tsconfig.json,1,1,1,1,1,1,1,1,0,2,2022-12-04T13:33:22Z,62ec83f51081cc9f9cf32acf2f88ddd7da50e05b,0,4,64,1372,0,repos\chatgpt-google-extension\tsconfig.json,1,1,1,1,1,1,1,1
chromeless,https://github.com/schickling/chromeless,0,27,239,12,26,2631,147,repos\chromeless\tsconfig.json,0,0,0,0,0,0,0,0,7,7,2017-06-01T16:11:11Z,774223e4e7f6e28242c8925d348cd6d543df0bf5,0,27,239,2631,147,repos\chromeless\tsconfig.json,0,0,0,0,0,0,0,0
omnivore,https://github.com/omnivore-app/omnivore,3,154,6530,268,988,137158,11125,repos\omnivore\tsconfig.json,1,1,1,1,1,1,1,1,30,2,2022-02-11T07:57:13Z,b71a89e37082a246dac12cc24e3809d0c7491d29,2,98,4685,95467,11929,repos\omnivore\tsconfig.json,1,1,1,1,1,1,1,1
nivo,https://github.com/plouc/nivo,72,135,4394,242,744,103983,8881,repos\nivo\tsconfig.json,1,1,1,1,1,1,1,1,50,8,2016-04-16T03:27:56Z,841f2d84cadb36de6c27c215f53644b153cf68a1,77,157,4127,98285,9228,repos\nivo\tsconfig.json,1,1,1,1,1,1,1,1
pinia,https://github.com/vuejs/pinia,10,52,230,12,162,7900,31,repos\pinia\tsconfig.json,1,1,1,1,1,1,1,1,106,5,2019-11-18T21:05:01Z,dbc4a26aac351b3e17fec856b33f922baee8ca5c,10,53,207,7349,28,repos\pinia\tsconfig.json,1,1,1,1,1,1,1,1
flipper,https://github.com/facebook/flipper,44,783,6577,70,64,123733,3569,not_found,0,0,0,0,0,0,0,0,330,6,2018-04-12T16:47:36Z,3993e7461dc53af5f23945514fe4ef14db985fb8,53,824,6619,127663,4565,not_found,0,0,0,0,0,0,0,0
partytown,https://github.com/BuilderIO/partytown,1,341,5561,128,194,425673,416824,repos\partytown\tsconfig.json,1,1,1,1,1,1,1,1,80,3,2021-08-20T17:12:55Z,911b11cd15f3fdf86735f7366f4057be18820c7b,1,335,5549,425408,416796,repos\partytown\tsconfig.json,1,1,1,1,1,1,1,1
omi,https://github.com/Tencent/omi,67,111,2125,66,258,126233,63841,not_found,0,0,0,0,0,0,0,0,165,9,2015-05-31T14:24:58Z,f3839ff6b5f349b02bf00df33e7b3b85128e1de9,12,49,1100,36055,5607,not_found,0,0,0,0,0,0,0,0
apitable,https://github.com/apitable/apitable,402,2802,26161,104,5720,646421,163263,repos\apitable\tsconfig.json,1,1,1,1,1,1,1,1,59,2,2022-08-17T07:25:40Z,4abd3e614c2baf38b2a330f7af6cd0cb13004464,320,2748,25485,634847,162631,repos\apitable\tsconfig.json,1,1,1,1,1,1,1,1
novel,https://github.com/steven-tey/novel,3,1,83,8,50,5738,72,not_found,0,0,0,0,0,0,0,0,26,1,2023-03-21T21:14:33Z,b4526fc63175caed02bdbfbee490e87b3466dd1c,3,6,47,2989,127,not_found,0,0,0,0,0,0,0,0
nexe,https://github.com/nexe/nexe,3,51,181,16,64,2802,219,repos\nexe\tsconfig.json,1,1,1,1,1,1,1,1,4,13,2011-11-26T19:12:16Z,ca657b5b06e3fc0e50e1b8bcbbea872e954414c2,3,51,181,2755,205,repos\nexe\tsconfig.json,1,1,1,1,1,1,1,1
PeerTube,https://github.com/Chocobozzz/PeerTube,0,795,11475,52,4784,257722,1737,repos\PeerTube\tsconfig.base.json,0,0,1,0,0,0,0,0,130,9,2015-10-29T22:09:42Z,7ca4de2d9816b771ed7ba535dcea129aa1cb7f61,0,787,10025,229392,1902,repos\PeerTube\tsconfig.base.json,0,0,1,0,0,0,0,0
dnd-kit,https://github.com/clauderic/dnd-kit,4,24,694,0,490,14973,97,repos\dnd-kit\tsconfig.json,0,0,0,0,0,0,0,0,121,4,2020-11-26T00:46:52Z,694dcc2f62e5269541fc941fa6c9af46ccd682ad,4,24,694,14973,97,repos\dnd-kit\tsconfig.json,0,0,0,0,0,0,0,0
redux-persist,https://github.com/rt2zz/redux-persist,0,51,119,4,50,1572,88,repos\redux-persist\tsconfig.json,0,0,0,0,0,0,0,0,12,9,2015-07-23T04:43:58Z,d8b01a085e3679db43503a3858e8d4759d6f22fa,0,51,119,1572,88,repos\redux-persist\tsconfig.json,0,0,0,0,0,0,0,0
vitest,https://github.com/vitest-dev/vitest,3,552,4017,232,1640,69234,2341,repos\vitest\tsconfig.base.json,1,1,1,1,1,1,1,1,352,3,2021-12-03T19:19:49Z,3bec5d1cf568bcba4885d76b05de160212d810fb,8,409,2502,41400,1788,repos\vitest\tsconfig.base.json,1,1,1,1,1,1,1,1
shoelace,https://github.com/shoelace-style/shoelace,0,0,390,30,544,25751,1877,repos\shoelace\tsconfig.json,1,1,1,0,0,1,0,1,93,7,2017-07-25T18:49:44Z,52214198160544212e7a3c61ee345f6de536a804,0,0,369,24753,1850,repos\shoelace\tsconfig.json,1,1,1,0,0,1,0,1
ts-node,https://github.com/TypeStrong/ts-node,4,63,600,132,252,21506,13869,repos\ts-node\tsconfig.json,1,1,1,1,1,1,1,1,140,9,2015-07-15T02:12:52Z,c06cbe7d83b5585bb24f9963c42ce13eadd2202f,4,63,598,21503,13869,repos\ts-node\tsconfig.json,1,1,1,1,1,1,1,1
react-spectrum,https://github.com/adobe/react-spectrum,235,626,5308,322,1616,237824,21821,repos\react-spectrum\tsconfig.json,0,0,0,0,0,0,0,0,13,5,2019-09-13T23:32:51Z,9ce2f674eab2cc8912800d3162dcf00a1ce94274,169,259,3610,153663,15717,repos\react-spectrum\tsconfig.json,0,0,0,0,0,0,0,0
gitpod,https://github.com/gitpod-io/gitpod,20,826,11728,86,1756,194761,35633,not_found,0,0,0,0,0,0,0,0,53,6,2018-04-24T15:56:54Z,df7929ce8a971da4cfac1e72d3c64473ca65097e,21,776,9937,160541,34626,not_found,0,0,0,0,0,0,0,0
auto-animate,https://github.com/formkit/auto-animate,0,3,76,10,62,2572,241,repos\auto-animate\tsconfig.json,1,1,1,1,1,1,1,1,7,2,2022-05-11T18:50:01Z,b62aa87b0ce6b90c92fb7ebb06a3da49f74b7f77,0,3,76,2551,226,repos\auto-animate\tsconfig.json,1,1,1,1,1,1,1,1
react-native-paper,https://github.com/callstack/react-native-paper,5,55,1481,92,56,43770,4239,repos\react-native-paper\tsconfig.json,1,1,1,1,1,1,1,1,152,8,2016-10-19T05:56:53Z,aebeabd8769988b17bb56b0f5673f252e1bda0d9,5,54,1462,43144,4240,repos\react-native-paper\tsconfig.json,1,1,1,1,1,1,1,1
