request_number,response_time,response_size,language,per_page
731,0.2188410758972168,95,JavaScript,25
732,0.23321819305419922,95,Python,81
733,0.21598505973815918,95,JavaScript,30
734,0.25243115425109863,95,C++,12
735,0.2148609161376953,95,Swift,90
736,0.24948978424072266,95,Ruby,95
737,0.23395419120788574,95,Ruby,19
738,0.21447086334228516,95,Swift,1
739,0.21135711669921875,95,JavaScript,63
740,0.21330785751342773,95,Go,36
741,0.2221508026123047,95,Go,62
742,0.242095947265625,95,C++,47
743,0.2459719181060791,95,Go,55
744,0.22388100624084473,95,Java,89
745,0.2152540683746338,95,Java,39
746,0.23287487030029297,95,Ruby,23
747,0.21599292755126953,95,Python,27
748,0.22593903541564941,95,Ruby,25
749,0.21546387672424316,95,Swift,36
750,0.2129688262939453,95,JavaScript,34
751,0.23759078979492188,95,Ruby,79
752,0.32834577560424805,95,Ruby,37
753,0.21671199798583984,95,Java,18
754,0.24595880508422852,95,C++,75
755,0.21791696548461914,95,Java,76
756,0.2145862579345703,95,C++,56
757,0.23136305809020996,95,JavaScript,69
758,0.2453000545501709,95,Python,92
759,0.22782182693481445,95,Java,74
760,0.2239999771118164,95,C++,75
761,0.25119686126708984,95,Python,65
762,0.22377610206604004,95,Ruby,73
763,0.2768371105194092,95,Python,99
764,0.5707929134368896,95,Go,28
765,0.22154903411865234,95,Ruby,38
766,0.2251110076904297,95,Python,39
767,0.21753787994384766,95,Python,50
768,0.22269797325134277,95,Swift,21
769,0.22246193885803223,95,Go,61
770,0.21331310272216797,95,Ruby,98
771,0.2479100227355957,95,Swift,22
772,0.2849092483520508,95,C++,53
773,0.21563267707824707,95,Java,4
774,0.22864913940429688,95,Python,52
775,0.21948909759521484,95,Ruby,60
776,0.23123383522033691,95,Python,62
777,0.2192080020904541,95,Swift,1
778,0.22669529914855957,95,Go,46
779,0.2611210346221924,95,Swift,63
780,0.21415281295776367,95,JavaScript,17
781,0.22571206092834473,95,JavaScript,10
782,0.21842098236083984,95,Python,71
783,0.26093506813049316,95,Go,69
784,0.23237872123718262,95,Kotlin,14
785,0.22116708755493164,95,Go,67
786,0.22894787788391113,95,Ruby,65
787,0.22196292877197266,95,Go,21
788,0.2158060073852539,95,Java,58
789,0.20987868309020996,95,Kotlin,10
790,0.4303312301635742,95,C++,81
791,0.21434402465820312,95,Go,93
792,0.2892589569091797,95,Go,26
793,0.21569156646728516,95,JavaScript,51
794,0.4048140048980713,95,Python,48
795,0.2337949275970459,95,Ruby,19
796,0.22567009925842285,95,Go,10
797,0.24118494987487793,95,JavaScript,41
798,0.22427892684936523,95,Swift,63
799,0.24635100364685059,95,Kotlin,72
800,0.22013211250305176,95,Kotlin,28
801,0.2320411205291748,95,Go,37
802,0.21916484832763672,95,C++,29
803,0.21162199974060059,95,Python,46
804,0.2283949851989746,95,Swift,69
805,0.22574400901794434,95,Go,75
806,0.2087879180908203,95,Python,47
807,0.21706199645996094,95,Ruby,21
808,0.23416590690612793,95,Python,52
809,0.22480225563049316,95,Ruby,23
810,0.29699206352233887,95,Swift,85
811,0.2640650272369385,95,Swift,48
812,0.266071081161499,95,Python,80
813,0.2248368263244629,95,Swift,72
814,0.21938109397888184,95,Ruby,97
815,0.22710585594177246,95,Java,23
816,0.21552515029907227,95,Java,79
817,0.2377331256866455,95,Python,85
818,0.22077178955078125,95,Go,19
819,0.36083197593688965,95,Python,79
820,0.30985498428344727,95,Python,48
821,0.2883310317993164,95,Kotlin,23
822,0.22656488418579102,95,Swift,91
823,0.30134105682373047,95,Python,89
824,0.23783087730407715,95,Swift,6
825,0.22917485237121582,95,JavaScript,16
826,0.24326872825622559,95,Ruby,73
827,0.22968220710754395,95,Go,16
828,0.2426598072052002,95,C++,57
829,0.22996091842651367,95,JavaScript,98
830,0.27684998512268066,95,JavaScript,67
831,0.2199878692626953,95,Ruby,25
832,0.2810022830963135,95,Python,33
833,0.2230970859527588,95,C++,57
834,0.26138925552368164,95,C++,32
835,0.2446269989013672,95,Swift,63
836,0.25800085067749023,95,Go,50
837,0.2319202423095703,95,C++,13
838,0.2188880443572998,95,Swift,37
839,0.2871510982513428,95,Kotlin,6
840,0.22457003593444824,95,Java,95
841,0.2716522216796875,95,Ruby,56
842,0.2194352149963379,95,Java,57
843,0.22179770469665527,95,JavaScript,52
844,0.2264268398284912,95,C++,73
845,0.22883868217468262,95,Python,55
846,0.2151789665222168,95,Go,46
847,0.2113780975341797,95,Go,81
848,0.2905428409576416,95,Ruby,8
849,0.2239089012145996,95,Ruby,49
850,0.24302983283996582,95,Java,31
851,0.2523808479309082,95,Ruby,38
852,0.3096587657928467,95,Ruby,98
853,0.23658084869384766,95,Go,61
854,0.21443796157836914,95,Go,20
855,0.21785712242126465,95,Swift,89
856,0.21889305114746094,95,Java,22
857,0.23056721687316895,95,Ruby,100
858,0.23755788803100586,95,JavaScript,31
859,0.3190910816192627,95,Kotlin,35
860,0.22092103958129883,95,Kotlin,22
861,0.33726000785827637,95,Kotlin,15
862,0.2222130298614502,95,Ruby,33
863,0.22579312324523926,95,Swift,76
864,0.29932403564453125,95,Swift,13
865,0.21551084518432617,95,Kotlin,82
866,0.2269442081451416,95,Go,3
867,0.2252788543701172,95,JavaScript,80
868,0.2563788890838623,95,Kotlin,27
869,0.2123126983642578,95,JavaScript,58
870,0.22915196418762207,95,Kotlin,25
871,0.215958833694458,95,Ruby,46
872,0.24361610412597656,95,C++,68
873,0.22524094581604004,95,C++,2
874,0.24918198585510254,95,Kotlin,78
875,0.23457694053649902,95,JavaScript,12
876,0.22729802131652832,95,Java,59
877,0.23202300071716309,95,Java,93
878,0.21633696556091309,95,Java,89
879,0.2932422161102295,95,Python,69
880,0.22198200225830078,95,C++,81
881,0.3367280960083008,95,Kotlin,15
882,0.24287199974060059,95,JavaScript,38
883,0.22039389610290527,95,Python,86
884,0.23421072959899902,95,Swift,33
885,0.220505952835083,95,Java,16
886,0.26007080078125,95,Ruby,49
887,0.21947026252746582,95,Swift,34
888,0.2804069519042969,95,Java,10
889,0.23398399353027344,95,Ruby,1
890,0.33475804328918457,95,Swift,53
891,0.23075485229492188,95,Go,31
892,0.23957109451293945,95,Python,62
893,0.21601080894470215,95,JavaScript,4
894,0.2296922206878662,95,Python,15
895,0.24984121322631836,95,C++,61
896,0.22812485694885254,95,JavaScript,59
897,0.2672770023345947,95,JavaScript,30
898,0.2261209487915039,95,Swift,94
899,0.2581961154937744,95,Kotlin,99
900,0.23191189765930176,95,Python,7
901,0.22673296928405762,95,Java,31
902,0.24152684211730957,95,Go,66
903,0.3259415626525879,95,C++,51
904,0.23127198219299316,95,Python,71
905,0.23499393463134766,95,Swift,80
906,0.25638294219970703,95,Go,61
907,0.22625207901000977,95,Python,52
908,0.22849822044372559,95,Swift,79
909,0.22484707832336426,95,Swift,30
910,0.23849177360534668,95,C++,37
911,0.32665300369262695,95,Swift,6
912,0.20736169815063477,95,C++,50
913,0.221282958984375,95,C++,38
914,0.2147829532623291,95,C++,2
915,0.23575305938720703,95,Java,64
916,0.22226285934448242,95,Kotlin,21
917,0.260847806930542,95,Go,38
918,0.22067713737487793,95,Ruby,16
919,0.23116016387939453,95,C++,18
920,0.22371721267700195,95,Go,44
921,0.21849608421325684,95,Go,65
922,0.21753168106079102,95,C++,4
923,0.21858477592468262,95,Kotlin,38
924,0.21759700775146484,95,Swift,24
925,0.22438287734985352,95,Python,63
926,0.24256420135498047,95,Go,78
927,0.21619582176208496,95,Kotlin,59
928,0.25337815284729004,95,Go,3
929,0.2222127914428711,95,Python,36
930,0.2186260223388672,95,Swift,40
931,0.23929500579833984,95,C++,97
932,0.3000049591064453,95,Java,67
933,0.2324962615966797,95,Kotlin,24
934,0.2346937656402588,95,Go,30
935,0.3326988220214844,95,Go,93
936,0.2081317901611328,95,JavaScript,3
937,0.22284698486328125,95,Ruby,80
938,0.22438788414001465,95,Python,41
939,0.24465107917785645,95,Python,17
940,0.24840593338012695,95,JavaScript,42
941,0.22725510597229004,95,Java,72
942,0.22828292846679688,95,C++,53
943,0.216688871383667,95,Java,88
944,0.219940185546875,95,Ruby,11
945,0.21561384201049805,95,Ruby,65
946,0.32893919944763184,95,Swift,60
947,0.21100187301635742,95,Swift,8
948,0.34775209426879883,95,JavaScript,87
949,0.21428513526916504,95,C++,63
950,0.21371912956237793,95,Java,72
951,0.2270798683166504,95,C++,72
952,0.2228860855102539,95,Ruby,46
953,0.22426414489746094,95,Python,72
954,0.2291278839111328,95,C++,79
955,0.25019097328186035,95,C++,15
956,0.21788716316223145,95,Go,83
957,0.222520112991333,95,Go,82
958,0.2652149200439453,95,Kotlin,93
959,0.2126929759979248,95,Swift,14
960,0.23673796653747559,95,Ruby,6
961,0.224625825881958,95,JavaScript,6
962,0.2576010227203369,95,Ruby,61
963,0.21718192100524902,95,Swift,64
964,0.275676965713501,95,Swift,32
965,0.21836304664611816,95,Ruby,61
966,0.3148338794708252,95,Python,83
967,0.8483819961547852,95,Swift,73
968,0.243635892868042,95,C++,41
969,0.22180509567260742,95,JavaScript,88
970,0.2669999599456787,95,Kotlin,70
971,0.221541166305542,95,JavaScript,89
972,0.21775603294372559,95,Python,20
973,0.2251582145690918,95,JavaScript,56
974,0.21525001525878906,95,Kotlin,37
975,0.22907495498657227,95,Python,87
976,0.21933484077453613,95,Go,71
977,0.2606382369995117,95,Kotlin,45
978,0.2153000831604004,95,Java,98
979,0.21296000480651855,95,Swift,10
980,0.23443388938903809,95,Java,12
981,0.21616005897521973,95,JavaScript,50
982,0.22863268852233887,95,Ruby,86
983,0.21929335594177246,95,Swift,26
984,0.2315061092376709,95,Java,21
985,0.2293109893798828,95,Python,48
986,0.3127717971801758,95,C++,86
987,0.2163562774658203,95,Ruby,53
988,0.21452999114990234,95,Ruby,7
989,0.24861693382263184,95,Kotlin,3
990,0.23445391654968262,95,JavaScript,37
991,0.22871780395507812,95,Ruby,63
992,0.22631192207336426,95,Java,23
993,0.2780327796936035,95,C++,66
994,0.22397899627685547,95,C++,70
995,0.2637009620666504,95,C++,47
996,0.23202204704284668,95,C++,73
997,0.2251589298248291,95,Kotlin,54
998,0.2208387851715088,95,Kotlin,20
999,0.2494220733642578,95,Go,37
1000,0.23193907737731934,95,Swift,43
